Country,Fossil_Fuel,Year,Percentage
Luxembourg,Coal,1992,0 %
Luxembourg,Coal,1993,0 %
Luxembourg,Coal,1994,0 %
Luxembourg,Coal,1995,0 %
Luxembourg,Coal,1996,0 %
Luxembourg,Coal,1997,0 %
Luxembourg,Coal,1998,0 %
Luxembourg,Coal,1999,0 %
Luxembourg,Coal,2000,0 %
Luxembourg,Coal,2001,0 %
Luxembourg,Coal,2002,0 %
Luxembourg,Coal,2003,0 %
Luxembourg,Coal,2004,0 %
Luxembourg,Coal,2005,0 %
Luxembourg,Coal,2006,0 %
Luxembourg,Coal,2007,0 %
Luxembourg,Coal,2008,0 %
Luxembourg,Coal,2009,0 %
Luxembourg,Coal,2010,0 %
Luxembourg,Coal,2011,0 %
Luxembourg,Coal,2012,0 %
Luxembourg,Coal,2013,8 %
Luxembourg,Coal,2014,8 %
Luxembourg,Coal,2015,8 %
Luxembourg,Coal,2016,8 %
Luxembourg,Coal,2017,7 %
Luxembourg,Coal,2018,8 %
Luxembourg,Coal,2019,7 %
Luxembourg,Coal,2020,8 %
Luxembourg,Coal,2021,7 %
Luxembourg,Oil,1990,0 %
Luxembourg,Oil,1991,0 %
Luxembourg,Oil,1992,0 %
Luxembourg,Oil,1993,0 %
Luxembourg,Oil,1994,0 %
Luxembourg,Oil,1995,0 %
Luxembourg,Oil,1996,0 %
Luxembourg,Oil,1997,0 %
Luxembourg,Oil,1998,0 %
Luxembourg,Oil,1999,0 %
Luxembourg,Oil,2000,0 %
Luxembourg,Oil,2001,0 %
Luxembourg,Oil,2002,0 %
Luxembourg,Oil,2003,0 %
Luxembourg,Oil,2004,0 %
Luxembourg,Oil,2005,0 %
Luxembourg,Oil,2006,0 %
Luxembourg,Oil,2007,0 %
Luxembourg,Oil,2008,0 %
Luxembourg,Oil,2009,0 %
Luxembourg,Oil,2010,0 %
Luxembourg,Oil,2011,0 %
Luxembourg,Oil,2012,0 %
Luxembourg,Oil,2013,0 %
Luxembourg,Oil,2014,0 %
Luxembourg,Oil,2015,0 %
Luxembourg,Oil,2016,0 %
Luxembourg,Oil,2017,0 %
Luxembourg,Oil,2018,0 %
Luxembourg,Oil,2019,0 %
Luxembourg,Oil,2020,0 %
Luxembourg,Oil,2021,0 %
Luxembourg,Natural Gas,1990,0 %
Luxembourg,Natural Gas,1991,0 %
Luxembourg,Natural Gas,1992,0 %
Luxembourg,Natural Gas,1993,0 %
Luxembourg,Natural Gas,1994,0 %
Luxembourg,Natural Gas,1995,0 %
Luxembourg,Natural Gas,1996,0 %
Luxembourg,Natural Gas,1997,0 %
Luxembourg,Natural Gas,1998,0 %
Luxembourg,Natural Gas,1999,0 %
Luxembourg,Natural Gas,2000,0 %
Luxembourg,Natural Gas,2001,0 %
Luxembourg,Natural Gas,2002,0 %
Luxembourg,Natural Gas,2003,0 %
Luxembourg,Natural Gas,2004,0 %
Luxembourg,Natural Gas,2005,0 %
Luxembourg,Natural Gas,2006,0 %
Luxembourg,Natural Gas,2007,23 %
Luxembourg,Natural Gas,2008,23 %
Luxembourg,Natural Gas,2009,24 %
Luxembourg,Natural Gas,2010,24 %
Luxembourg,Natural Gas,2011,24 %
Luxembourg,Natural Gas,2012,24 %
Luxembourg,Natural Gas,2013,25 %
Luxembourg,Natural Gas,2014,25 %
Luxembourg,Natural Gas,2015,25 %
Luxembourg,Natural Gas,2016,25 %
Luxembourg,Natural Gas,2017,27 %
Luxembourg,Natural Gas,2018,27 %
Luxembourg,Natural Gas,2019,27 %
Luxembourg,Natural Gas,2020,27 %
Luxembourg,Natural Gas,2021,0 %
Malta,Coal,1990,0 %
Malta,Coal,1991,0 %
Malta,Coal,1992,0 %
Malta,Coal,1993,0 %
Malta,Coal,1994,0 %
Malta,Coal,1995,0 %
Malta,Coal,1996,0 %
Malta,Coal,1997,0 %
Malta,Coal,1998,0 %
Malta,Coal,1999,0 %
Malta,Coal,2000,0 %
Malta,Coal,2001,0 %
Malta,Coal,2002,0 %
Malta,Coal,2003,0 %
Malta,Coal,2004,0 %
Malta,Coal,2005,0 %
Malta,Coal,2006,0 %
Malta,Coal,2007,0 %
Malta,Coal,2008,0 %
Malta,Coal,2009,0 %
Malta,Coal,2010,0 %
Malta,Coal,2011,0 %
Malta,Coal,2012,0 %
Malta,Coal,2013,0 %
Malta,Coal,2014,0 %
Malta,Coal,2015,0 %
Malta,Coal,2016,0 %
Malta,Coal,2017,0 %
Malta,Coal,2018,0 %
Malta,Coal,2019,0 %
Malta,Coal,2020,0 %
Malta,Coal,2021,0 %
Malta,Oil,1990,0 %
Malta,Oil,1991,0 %
Malta,Oil,1992,0 %
Malta,Oil,1993,0 %
Malta,Oil,1994,0 %
Malta,Oil,1995,0 %
Malta,Oil,1996,0 %
Malta,Oil,1997,0 %
Malta,Oil,1998,0 %
Malta,Oil,1999,0 %
Malta,Oil,2000,0 %
Malta,Oil,2001,0 %
Malta,Oil,2002,0 %
Malta,Oil,2003,0 %
Malta,Oil,2004,0 %
Malta,Oil,2005,0 %
Malta,Oil,2006,0 %
Malta,Oil,2007,0 %
Malta,Oil,2008,0 %
Malta,Oil,2009,0 %
Malta,Oil,2010,0 %
Malta,Oil,2011,0 %
Malta,Oil,2012,0 %
Malta,Oil,2013,0 %
Malta,Oil,2014,0 %
Malta,Oil,2015,0 %
Malta,Oil,2016,0 %
Malta,Oil,2017,0 %
Malta,Oil,2018,0 %
Malta,Oil,2019,0 %
Malta,Oil,2020,0 %
Malta,Oil,2021,N/A
Malta,Natural Gas,1990,0 %
Malta,Natural Gas,1991,0 %
Malta,Natural Gas,1992,0 %
Malta,Natural Gas,1993,0 %
Malta,Natural Gas,1994,0 %
Malta,Natural Gas,1995,0 %
Malta,Natural Gas,1996,0 %
Malta,Natural Gas,1997,0 %
Malta,Natural Gas,1998,0 %
Malta,Natural Gas,1999,0 %
Malta,Natural Gas,2000,0 %
Malta,Natural Gas,2001,0 %
Malta,Natural Gas,2002,0 %
Malta,Natural Gas,2003,0 %
Malta,Natural Gas,2004,0 %
Malta,Natural Gas,2005,0 %
Malta,Natural Gas,2006,0 %
Malta,Natural Gas,2007,0 %
Malta,Natural Gas,2008,0 %
Malta,Natural Gas,2009,0 %
Malta,Natural Gas,2010,0 %
Malta,Natural Gas,2011,0 %
Malta,Natural Gas,2012,0 %
Malta,Natural Gas,2013,0 %
Malta,Natural Gas,2014,0 %
Malta,Natural Gas,2015,0 %
Malta,Natural Gas,2016,0 %
Malta,Natural Gas,2017,0 %
Malta,Natural Gas,2018,0 %
Malta,Natural Gas,2019,0 %
Malta,Natural Gas,2020,0 %
Malta,Natural Gas,2021,0 %
Mexico,Coal,1990,0 %
Mexico,Coal,1991,0 %
Mexico,Coal,1992,0 %
Mexico,Coal,1993,0 %
Mexico,Coal,1994,0 %
Mexico,Coal,1995,0 %
Mexico,Coal,1996,0 %
Mexico,Coal,1997,0 %
Mexico,Coal,1998,0 %
Mexico,Coal,1999,1 %
Mexico,Coal,2000,1 %
Mexico,Coal,2001,2 %
Mexico,Coal,2002,0 %
Mexico,Coal,2003,0 %
Mexico,Coal,2004,0 %
Mexico,Coal,2005,0 %
Mexico,Coal,2006,0 %
Mexico,Coal,2007,0 %
Mexico,Coal,2008,0 %
Mexico,Coal,2009,0 %
Mexico,Coal,2010,0 %
Mexico,Coal,2011,0 %
Mexico,Coal,2012,0 %
Mexico,Coal,2013,0 %
Mexico,Coal,2014,0 %
Mexico,Coal,2015,0 %
Mexico,Coal,2016,1 %
Mexico,Coal,2017,0 %
Mexico,Coal,2018,0 %
Mexico,Coal,2019,8 %
Mexico,Coal,2020,9 %
Mexico,Coal,2021,0 %
Mexico,Oil,1990,0 %
Mexico,Oil,1991,0 %
Mexico,Oil,1992,0 %
Mexico,Oil,1993,0 %
Mexico,Oil,1994,0 %
Mexico,Oil,1995,0 %
Mexico,Oil,1996,0 %
Mexico,Oil,1997,0 %
Mexico,Oil,1998,0 %
Mexico,Oil,1999,0 %
Mexico,Oil,2000,0 %
Mexico,Oil,2001,0 %
Mexico,Oil,2002,0 %
Mexico,Oil,2003,0 %
Mexico,Oil,2004,0 %
Mexico,Oil,2005,0 %
Mexico,Oil,2006,0 %
Mexico,Oil,2007,0 %
Mexico,Oil,2008,0 %
Mexico,Oil,2009,0 %
Mexico,Oil,2010,0 %
Mexico,Oil,2011,0 %
Mexico,Oil,2012,0 %
Mexico,Oil,2013,0 %
Mexico,Oil,2014,0 %
Mexico,Oil,2015,0 %
Mexico,Oil,2016,0 %
Mexico,Oil,2017,0 %
Mexico,Oil,2018,0 %
Mexico,Oil,2019,0 %
Mexico,Oil,2020,0 %
Mexico,Oil,2021,0 %
Mexico,Natural Gas,1990,0 %
Mexico,Natural Gas,1991,0 %
Mexico,Natural Gas,1992,0 %
Mexico,Natural Gas,1993,0 %
Mexico,Natural Gas,1994,0 %
Mexico,Natural Gas,1995,0 %
Mexico,Natural Gas,1996,0 %
Mexico,Natural Gas,1997,0 %
Mexico,Natural Gas,1998,0 %
Mexico,Natural Gas,1999,0 %
Mexico,Natural Gas,2000,0 %
Mexico,Natural Gas,2001,0 %
Mexico,Natural Gas,2002,0 %
Mexico,Natural Gas,2003,0 %
Mexico,Natural Gas,2004,0 %
Mexico,Natural Gas,2005,0 %
Mexico,Natural Gas,2006,0 %
Mexico,Natural Gas,2007,0 %
Mexico,Natural Gas,2008,0 %
Mexico,Natural Gas,2009,0 %
Mexico,Natural Gas,2010,0 %
Mexico,Natural Gas,2011,0 %
Mexico,Natural Gas,2012,0 %
Mexico,Natural Gas,2013,0 %
Mexico,Natural Gas,2014,0 %
Mexico,Natural Gas,2015,0 %
Mexico,Natural Gas,2016,0 %
Mexico,Natural Gas,2017,0 %
Mexico,Natural Gas,2018,0 %
Mexico,Natural Gas,2019,0 %
Mexico,Natural Gas,2020,0 %
Mexico,Natural Gas,2021,0 %
Netherlands,Coal,1990,0 %
Netherlands,Coal,1991,0 %
Netherlands,Coal,1992,0 %
Netherlands,Coal,1993,0 %
Netherlands,Coal,1994,0 %
Netherlands,Coal,1995,0 %
Netherlands,Coal,1996,1 %
Netherlands,Coal,1997,1 %
Netherlands,Coal,1998,1 %
Netherlands,Coal,1999,2 %
Netherlands,Coal,2000,1 %
Netherlands,Coal,2001,3 %
Netherlands,Coal,2002,3 %
Netherlands,Coal,2003,1 %
Netherlands,Coal,2004,6 %
Netherlands,Coal,2005,8 %
Netherlands,Coal,2006,8 %
Netherlands,Coal,2007,10 %
Netherlands,Coal,2008,13 %
Netherlands,Coal,2009,14 %
Netherlands,Coal,2010,19 %
Netherlands,Coal,2011,14 %
Netherlands,Coal,2012,15 %
Netherlands,Coal,2013,17 %
Netherlands,Coal,2014,20 %
Netherlands,Coal,2015,27 %
Netherlands,Coal,2016,32 %
Netherlands,Coal,2017,39 %
Netherlands,Coal,2018,39 %
Netherlands,Coal,2019,43 %
Netherlands,Coal,2020,51 %
Netherlands,Coal,2021,38 %
Netherlands,Oil,1990,10 %
Netherlands,Oil,1991,5 %
Netherlands,Oil,1992,12 %
Netherlands,Oil,1993,8 %
Netherlands,Oil,1994,11 %
Netherlands,Oil,1995,11 %
Netherlands,Oil,1996,14 %
Netherlands,Oil,1997,13 %
Netherlands,Oil,1998,7 %
Netherlands,Oil,1999,16 %
Netherlands,Oil,2000,22 %
Netherlands,Oil,2001,31 %
Netherlands,Oil,2002,36 %
Netherlands,Oil,2003,44 %
Netherlands,Oil,2004,59 %
Netherlands,Oil,2005,66 %
Netherlands,Oil,2006,70 %
Netherlands,Oil,2007,64 %
Netherlands,Oil,2008,68 %
Netherlands,Oil,2009,73 %
Netherlands,Oil,2010,71 %
Netherlands,Oil,2011,73 %
Netherlands,Oil,2012,72 %
Netherlands,Oil,2013,74 %
Netherlands,Oil,2014,71 %
Netherlands,Oil,2015,86 %
Netherlands,Oil,2016,106 %
Netherlands,Oil,2017,123 %
Netherlands,Oil,2018,135 %
Netherlands,Oil,2019,90 %
Netherlands,Oil,2020,67 %
Netherlands,Oil,2021,85 %
Netherlands,Natural Gas,1990,0 %
Netherlands,Natural Gas,1991,0 %
Netherlands,Natural Gas,1992,0 %
Netherlands,Natural Gas,1993,0 %
Netherlands,Natural Gas,1994,0 %
Netherlands,Natural Gas,1995,0 %
Netherlands,Natural Gas,1996,0 %
Netherlands,Natural Gas,1997,0 %
Netherlands,Natural Gas,1998,0 %
Netherlands,Natural Gas,1999,0 %
Netherlands,Natural Gas,2000,0 %
Netherlands,Natural Gas,2001,0 %
Netherlands,Natural Gas,2002,0 %
Netherlands,Natural Gas,2003,0 %
Netherlands,Natural Gas,2004,0 %
Netherlands,Natural Gas,2005,9 %
Netherlands,Natural Gas,2006,11 %
Netherlands,Natural Gas,2007,10 %
Netherlands,Natural Gas,2008,11 %
Netherlands,Natural Gas,2009,7 %
Netherlands,Natural Gas,2010,7 %
Netherlands,Natural Gas,2011,4 %
Netherlands,Natural Gas,2012,6 %
Netherlands,Natural Gas,2013,9 %
Netherlands,Natural Gas,2014,16 %
Netherlands,Natural Gas,2015,20 %
Netherlands,Natural Gas,2016,30 %
Netherlands,Natural Gas,2017,26 %
Netherlands,Natural Gas,2018,46 %
Netherlands,Natural Gas,2019,42 %
Netherlands,Natural Gas,2020,41 %
Netherlands,Natural Gas,2021,31 %
Norway,Coal,1990,7 %
Norway,Coal,1991,2 %
Norway,Coal,1992,9 %
Norway,Coal,1993,5 %
Norway,Coal,1994,2 %
Norway,Coal,1995,3 %
Norway,Coal,1996,2 %
Norway,Coal,1997,0 %
Norway,Coal,1998,4 %
Norway,Coal,1999,4 %
Norway,Coal,2000,7 %
Norway,Coal,2001,5 %
Norway,Coal,2002,5 %
Norway,Coal,2003,15 %
Norway,Coal,2004,11 %
Norway,Coal,2005,7 %
Norway,Coal,2006,13 %
Norway,Coal,2007,7 %
Norway,Coal,2008,9 %
Norway,Coal,2009,12 %
Norway,Coal,2010,19 %
Norway,Coal,2011,17 %
Norway,Coal,2012,14 %
Norway,Coal,2013,9 %
Norway,Coal,2014,15 %
Norway,Coal,2015,15 %
Norway,Coal,2016,15 %
Norway,Coal,2017,18 %
Norway,Coal,2018,17 %
Norway,Coal,2019,20 %
Norway,Coal,2020,18 %
Norway,Coal,2021,18 %
Norway,Oil,1990,5 %
Norway,Oil,1991,2 %
Norway,Oil,1992,0 %
Norway,Oil,1993,2 %
Norway,Oil,1994,0 %
Norway,Oil,1995,1 %
Norway,Oil,1996,1 %
Norway,Oil,1997,3 %
Norway,Oil,1998,3 %
Norway,Oil,1999,2 %
Norway,Oil,2000,3 %
Norway,Oil,2001,6 %
Norway,Oil,2002,2 %
Norway,Oil,2003,1 %
Norway,Oil,2004,2 %
Norway,Oil,2005,3 %
Norway,Oil,2006,1 %
Norway,Oil,2007,1 %
Norway,Oil,2008,0 %
Norway,Oil,2009,2 %
Norway,Oil,2010,8 %
Norway,Oil,2011,6 %
Norway,Oil,2012,6 %
Norway,Oil,2013,2 %
Norway,Oil,2014,2 %
Norway,Oil,2015,5 %
Norway,Oil,2016,5 %
Norway,Oil,2017,4 %
Norway,Oil,2018,4 %
Norway,Oil,2019,6 %
Norway,Oil,2020,3 %
Norway,Oil,2021,4 %
Norway,Natural Gas,1990,0 %
Norway,Natural Gas,1991,0 %
Norway,Natural Gas,1992,0 %
Norway,Natural Gas,1993,0 %
Norway,Natural Gas,1994,0 %
Norway,Natural Gas,1995,0 %
Norway,Natural Gas,1996,0 %
Norway,Natural Gas,1997,0 %
Norway,Natural Gas,1998,0 %
Norway,Natural Gas,1999,0 %
Norway,Natural Gas,2000,0 %
Norway,Natural Gas,2001,0 %
Norway,Natural Gas,2002,0 %
Norway,Natural Gas,2003,0 %
Norway,Natural Gas,2004,0 %
Norway,Natural Gas,2005,0 %
Norway,Natural Gas,2006,0 %
Norway,Natural Gas,2007,0 %
Norway,Natural Gas,2008,0 %
Norway,Natural Gas,2009,0 %
Norway,Natural Gas,2010,0 %
Norway,Natural Gas,2011,0 %
Norway,Natural Gas,2012,0 %
Norway,Natural Gas,2013,0 %
Norway,Natural Gas,2014,0 %
Norway,Natural Gas,2015,0 %
Norway,Natural Gas,2016,0 %
Norway,Natural Gas,2017,0 %
Norway,Natural Gas,2018,0 %
Norway,Natural Gas,2019,0 %
Norway,Natural Gas,2020,0 %
Norway,Natural Gas,2021,2 %
New Zealand,Coal,1990,0 %
New Zealand,Coal,1991,0 %
New Zealand,Coal,1992,0 %
New Zealand,Coal,1993,0 %
New Zealand,Coal,1994,0 %
New Zealand,Coal,1995,0 %
New Zealand,Coal,1996,0 %
New Zealand,Coal,1997,0 %
New Zealand,Coal,1998,0 %
New Zealand,Coal,1999,0 %
New Zealand,Coal,2000,0 %
New Zealand,Coal,2001,0 %
New Zealand,Coal,2002,0 %
New Zealand,Coal,2003,0 %
New Zealand,Coal,2004,0 %
New Zealand,Coal,2005,0 %
New Zealand,Coal,2006,0 %
New Zealand,Coal,2007,0 %
New Zealand,Coal,2008,0 %
New Zealand,Coal,2009,0 %
New Zealand,Coal,2010,0 %
New Zealand,Coal,2011,0 %
New Zealand,Coal,2012,0 %
New Zealand,Coal,2013,0 %
New Zealand,Coal,2014,0 %
New Zealand,Coal,2015,0 %
New Zealand,Coal,2016,0 %
New Zealand,Coal,2017,0 %
New Zealand,Coal,2018,0 %
New Zealand,Coal,2019,0 %
New Zealand,Coal,2020,0 %
New Zealand,Coal,2021,0 %
New Zealand,Oil,1990,0 %
New Zealand,Oil,1991,0 %
New Zealand,Oil,1992,0 %
New Zealand,Oil,1993,0 %
New Zealand,Oil,1994,0 %
New Zealand,Oil,1995,0 %
New Zealand,Oil,1996,0 %
New Zealand,Oil,1997,0 %
New Zealand,Oil,1998,0 %
New Zealand,Oil,1999,0 %
New Zealand,Oil,2000,0 %
New Zealand,Oil,2001,0 %
New Zealand,Oil,2002,0 %
New Zealand,Oil,2003,0 %
New Zealand,Oil,2004,0 %
New Zealand,Oil,2005,0 %
New Zealand,Oil,2006,0 %
New Zealand,Oil,2007,0 %
New Zealand,Oil,2008,0 %
New Zealand,Oil,2009,0 %
New Zealand,Oil,2010,0 %
New Zealand,Oil,2011,0 %
New Zealand,Oil,2012,0 %
New Zealand,Oil,2013,0 %
New Zealand,Oil,2014,0 %
New Zealand,Oil,2015,0 %
New Zealand,Oil,2016,0 %
New Zealand,Oil,2017,0 %
New Zealand,Oil,2018,0 %
New Zealand,Oil,2019,0 %
New Zealand,Oil,2020,0 %
New Zealand,Oil,2021,0 %
New Zealand,Natural Gas,1990,0 %
New Zealand,Natural Gas,1991,0 %
New Zealand,Natural Gas,1992,0 %
New Zealand,Natural Gas,1993,0 %
New Zealand,Natural Gas,1994,0 %
New Zealand,Natural Gas,1995,0 %
New Zealand,Natural Gas,1996,0 %
New Zealand,Natural Gas,1997,0 %
New Zealand,Natural Gas,1998,0 %
New Zealand,Natural Gas,1999,0 %
New Zealand,Natural Gas,2000,0 %
New Zealand,Natural Gas,2001,0 %
New Zealand,Natural Gas,2002,0 %
New Zealand,Natural Gas,2003,0 %
New Zealand,Natural Gas,2004,0 %
New Zealand,Natural Gas,2005,0 %
New Zealand,Natural Gas,2006,0 %
New Zealand,Natural Gas,2007,0 %
New Zealand,Natural Gas,2008,0 %
New Zealand,Natural Gas,2009,0 %
New Zealand,Natural Gas,2010,0 %
New Zealand,Natural Gas,2011,0 %
New Zealand,Natural Gas,2012,0 %
New Zealand,Natural Gas,2013,0 %
New Zealand,Natural Gas,2014,0 %
New Zealand,Natural Gas,2015,0 %
New Zealand,Natural Gas,2016,0 %
New Zealand,Natural Gas,2017,0 %
New Zealand,Natural Gas,2018,0 %
New Zealand,Natural Gas,2019,0 %
New Zealand,Natural Gas,2020,0 %
New Zealand,Natural Gas,2021,0 %
Poland,Coal,1990,0 %
Poland,Coal,1991,0 %
Poland,Coal,1992,0 %
Poland,Coal,1993,0 %
Poland,Coal,1994,0 %
Poland,Coal,1995,0 %
Poland,Coal,1996,1 %
Poland,Coal,1997,2 %
Poland,Coal,1998,3 %
Poland,Coal,1999,1 %
Poland,Coal,2000,1 %
Poland,Coal,2001,1 %
Poland,Coal,2002,2 %
Poland,Coal,2003,2 %
Poland,Coal,2004,2 %
Poland,Coal,2005,3 %
Poland,Coal,2006,4 %
Poland,Coal,2007,3 %
Poland,Coal,2008,6 %
Poland,Coal,2009,9 %
Poland,Coal,2010,9 %
Poland,Coal,2011,11 %
Poland,Coal,2012,8 %
Poland,Coal,2013,8 %
Poland,Coal,2014,8 %
Poland,Coal,2015,6 %
Poland,Coal,2016,7 %
Poland,Coal,2017,11 %
Poland,Coal,2018,17 %
Poland,Coal,2019,15 %
Poland,Coal,2020,15 %
Poland,Coal,2021,11 %
Poland,Oil,1990,101 %
Poland,Oil,1991,88 %
Poland,Oil,1992,97 %
Poland,Oil,1993,98 %
Poland,Oil,1994,87 %
Poland,Oil,1995,83 %
Poland,Oil,1996,80 %
Poland,Oil,1997,68 %
Poland,Oil,1998,71 %
Poland,Oil,1999,75 %
Poland,Oil,2000,92 %
Poland,Oil,2001,86 %
Poland,Oil,2002,92 %
Poland,Oil,2003,88 %
Poland,Oil,2004,82 %
Poland,Oil,2005,85 %
Poland,Oil,2006,86 %
Poland,Oil,2007,87 %
Poland,Oil,2008,82 %
Poland,Oil,2009,84 %
Poland,Oil,2010,89 %
Poland,Oil,2011,91 %
Poland,Oil,2012,103 %
Poland,Oil,2013,107 %
Poland,Oil,2014,107 %
Poland,Oil,2015,106 %
Poland,Oil,2016,87 %
Poland,Oil,2017,77 %
Poland,Oil,2018,79 %
Poland,Oil,2019,68 %
Poland,Oil,2020,68 %
Poland,Oil,2021,56 %
Poland,Natural Gas,1990,76 %
Poland,Natural Gas,1991,69 %
Poland,Natural Gas,1992,69 %
Poland,Natural Gas,1993,57 %
Poland,Natural Gas,1994,60 %
Poland,Natural Gas,1995,64 %
Poland,Natural Gas,1996,61 %
Poland,Natural Gas,1997,58 %
Poland,Natural Gas,1998,65 %
Poland,Natural Gas,1999,53 %
Poland,Natural Gas,2000,54 %
Poland,Natural Gas,2001,58 %
Poland,Natural Gas,2002,57 %
Poland,Natural Gas,2003,53 %
Poland,Natural Gas,2004,43 %
Poland,Natural Gas,2005,46 %
Poland,Natural Gas,2006,49 %
Poland,Natural Gas,2007,45 %
Poland,Natural Gas,2008,51 %
Poland,Natural Gas,2009,55 %
Poland,Natural Gas,2010,62 %
Poland,Natural Gas,2011,64 %
Poland,Natural Gas,2012,59 %
Poland,Natural Gas,2013,58 %
Poland,Natural Gas,2014,55 %
Poland,Natural Gas,2015,53 %
Poland,Natural Gas,2016,62 %
Poland,Natural Gas,2017,55 %
Poland,Natural Gas,2018,50 %
Poland,Natural Gas,2019,49 %
Poland,Natural Gas,2020,46 %
Poland,Natural Gas,2021,47 %
Portugal,Coal,1990,1 %
Portugal,Coal,1991,2 %
Portugal,Coal,1992,2 %
Portugal,Coal,1993,3 %
Portugal,Coal,1994,3 %
Portugal,Coal,1995,1 %
Portugal,Coal,1996,0 %
Portugal,Coal,1997,0 %
Portugal,Coal,1998,0 %
Portugal,Coal,1999,1 %
Portugal,Coal,2000,2 %
Portugal,Coal,2001,1 %
Portugal,Coal,2002,0 %
Portugal,Coal,2003,0 %
Portugal,Coal,2004,0 %
Portugal,Coal,2005,0 %
Portugal,Coal,2006,0 %
Portugal,Coal,2007,3 %
Portugal,Coal,2008,1 %
Portugal,Coal,2009,2 %
Portugal,Coal,2010,2 %
Portugal,Coal,2011,0 %
Portugal,Coal,2012,0 %
Portugal,Coal,2013,0 %
Portugal,Coal,2014,0 %
Portugal,Coal,2015,0 %
Portugal,Coal,2016,0 %
Portugal,Coal,2017,6 %
Portugal,Coal,2018,2 %
Portugal,Coal,2019,8 %
Portugal,Coal,2020,0 %
Portugal,Coal,2021,0 %
Portugal,Oil,1990,0 %
Portugal,Oil,1991,0 %
Portugal,Oil,1992,0 %
Portugal,Oil,1993,4 %
Portugal,Oil,1994,4 %
Portugal,Oil,1995,6 %
Portugal,Oil,1996,5 %
Portugal,Oil,1997,6 %
Portugal,Oil,1998,5 %
Portugal,Oil,1999,4 %
Portugal,Oil,2000,2 %
Portugal,Oil,2001,8 %
Portugal,Oil,2002,4 %
Portugal,Oil,2003,10 %
Portugal,Oil,2004,6 %
Portugal,Oil,2005,0 %
Portugal,Oil,2006,1 %
Portugal,Oil,2007,0 %
Portugal,Oil,2008,0 %
Portugal,Oil,2009,0 %
Portugal,Oil,2010,1 %
Portugal,Oil,2011,4 %
Portugal,Oil,2012,4 %
Portugal,Oil,2013,17 %
Portugal,Oil,2014,14 %
Portugal,Oil,2015,16 %
Portugal,Oil,2016,33 %
Portugal,Oil,2017,43 %
Portugal,Oil,2018,34 %
Portugal,Oil,2019,18 %
Portugal,Oil,2020,7 %
Portugal,Oil,2021,12 %
Portugal,Natural Gas,1990,0 %
Portugal,Natural Gas,1991,0 %
Portugal,Natural Gas,1992,0 %
Portugal,Natural Gas,1993,0 %
Portugal,Natural Gas,1994,0 %
Portugal,Natural Gas,1995,0 %
Portugal,Natural Gas,1996,0 %
Portugal,Natural Gas,1997,0 %
Portugal,Natural Gas,1998,0 %
Portugal,Natural Gas,1999,0 %
Portugal,Natural Gas,2000,0 %
Portugal,Natural Gas,2001,0 %
Portugal,Natural Gas,2002,0 %
Portugal,Natural Gas,2003,0 %
Portugal,Natural Gas,2004,0 %
Portugal,Natural Gas,2005,0 %
Portugal,Natural Gas,2006,0 %
Portugal,Natural Gas,2007,0 %
Portugal,Natural Gas,2008,0 %
Portugal,Natural Gas,2009,0 %
Portugal,Natural Gas,2010,0 %
Portugal,Natural Gas,2011,0 %
Portugal,Natural Gas,2012,0 %
Portugal,Natural Gas,2013,0 %
Portugal,Natural Gas,2014,0 %
Portugal,Natural Gas,2015,0 %
Portugal,Natural Gas,2016,0 %
Portugal,Natural Gas,2017,0 %
Portugal,Natural Gas,2018,0 %
Portugal,Natural Gas,2019,2 %
Portugal,Natural Gas,2020,11 %
Portugal,Natural Gas,2021,14 %
Romania,Coal,1990,0 %
Romania,Coal,1991,0 %
Romania,Coal,1992,19 %
Romania,Coal,1993,10 %
Romania,Coal,1994,8 %
Romania,Coal,1995,11 %
Romania,Coal,1996,6 %
Romania,Coal,1997,6 %
Romania,Coal,1998,10 %
Romania,Coal,1999,6 %
Romania,Coal,2000,14 %
Romania,Coal,2001,15 %
Romania,Coal,2002,17 %
Romania,Coal,2003,11 %
Romania,Coal,2004,0 %
Romania,Coal,2005,12 %
Romania,Coal,2006,9 %
Romania,Coal,2007,11 %
Romania,Coal,2008,7 %
Romania,Coal,2009,3 %
Romania,Coal,2010,4 %
Romania,Coal,2011,2 %
Romania,Coal,2012,2 %
Romania,Coal,2013,3 %
Romania,Coal,2014,3 %
Romania,Coal,2015,4 %
Romania,Coal,2016,6 %
Romania,Coal,2017,6 %
Romania,Coal,2018,6 %
Romania,Coal,2019,9 %
Romania,Coal,2020,10 %
Romania,Coal,2021,0 %
Romania,Oil,1990,0 %
Romania,Oil,1991,0 %
Romania,Oil,1992,0 %
Romania,Oil,1993,0 %
Romania,Oil,1994,0 %
Romania,Oil,1995,0 %
Romania,Oil,1996,0 %
Romania,Oil,1997,0 %
Romania,Oil,1998,0 %
Romania,Oil,1999,0 %
Romania,Oil,2000,36 %
Romania,Oil,2001,29 %
Romania,Oil,2002,32 %
Romania,Oil,2003,42 %
Romania,Oil,2004,0 %
Romania,Oil,2005,51 %
Romania,Oil,2006,41 %
Romania,Oil,2007,47 %
Romania,Oil,2008,30 %
Romania,Oil,2009,30 %
Romania,Oil,2010,32 %
Romania,Oil,2011,19 %
Romania,Oil,2012,19 %
Romania,Oil,2013,35 %
Romania,Oil,2014,37 %
